incident_id,timestamp,machine_id,operator_id,incident_type,severity,description,location,resolved,resolution,created_at
INC0238,2026-09-23 08:45:47,GRA040,OP082,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-23 08:45:47
INC0239,2026-08-17 22:45:47,DOZ003,OP093,Overheating,Low,Overheating event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-17 22:45:47
INC0240,2026-09-21 16:45:47,DOZ039,OP062,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-09-21 16:45:47
INC0241,2026-09-21 08:45:47,DUM023,OP010,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-21 08:45:47
INC0242,2026-09-15 04:45:47,COM036,OP020,Other,High,Other event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-15 04:45:47
INC0243,2026-09-23 03:45:47,GRA046,OP020,Proximity Hazard,Critical,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-23 03:45:47
INC0244,2026-08-17 01:45:47,COM042,OP026,Fatigue,Critical,Fatigue event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-17 01:45:47
INC0245,2026-09-01 18:45:47,DUM011,OP076,Fatigue,Low,Fatigue event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-01 18:45:47
INC0246,2026-09-18 22:45:47,COM024,OP042,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-09-18 22:45:47
INC0247,2026-09-18 02:45:47,WHE014,OP078,Other,Critical,Other event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-18 02:45:47
INC0248,2026-09-01 21:45:47,DUM011,OP003,Fatigue,Critical,Fatigue event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-09-01 21:45:47
INC0249,2026-09-12 02:45:47,DOZ045,OP015,Overheating,High,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-12 02:45:47
INC0250,2026-09-12 23:45:47,COM030,OP031,Fatigue,Critical,Fatigue event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,False,,2026-09-12 23:45:47
INC0251,2026-08-20 18:45:47,DUM023,OP077,Proximity Hazard,Low,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-20 18:45:47
INC0252,2026-09-03 15:45:47,DOZ045,OP009,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-09-03 15:45:47
INC0253,2026-09-07 15:45:47,EXC031,OP094,Fatigue,Critical,Fatigue event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-07 15:45:47
INC0254,2026-09-13 03:45:47,GRA046,OP060,Excessive Idling,Critical,Excessive Idling event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-09-13 03:45:47
INC0255,2026-09-10 15:45:47,EXC013,OP082,Overheating,High,Overheating event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-10 15:45:47
INC0256,2026-08-20 20:45:47,WHE020,OP080,Overheating,Critical,Overheating event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-08-20 20:45:47
INC0257,2026-08-24 08:45:47,DOZ039,OP049,Proximity Hazard,High,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-08-24 08:45:47
INC0258,2026-09-08 19:45:47,WHE026,OP097,Overheating,High,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-08 19:45:47
INC0259,2026-09-12 16:45:47,WHE044,OP083,Other,Low,Other event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-12 16:45:47
INC0260,2026-09-05 18:45:47,GRA004,OP098,Fatigue,Medium,Fatigue event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-05 18:45:47
INC0261,2026-09-15 02:45:47,WHE002,OP083,Mechanical Anomaly,High,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-15 02:45:47
INC0262,2026-08-14 11:45:47,WHE038,OP054,Excessive Idling,Low,Excessive Idling event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-14 11:45:47
INC0263,2026-09-22 16:45:47,GRA004,OP073,Mechanical Anomaly,High,Mechanical Anomaly event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-22 16:45:47
INC0264,2026-08-24 04:45:47,DOZ027,OP090,Seatbelt Violation,High,Seatbelt Violation event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-24 04:45:47
INC0265,2026-09-12 23:45:47,DOZ027,OP017,Excessive Idling,High,Excessive Idling event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-12 23:45:47
INC0266,2026-09-15 00:45:47,DOZ045,OP100,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-15 00:45:47
INC0267,2026-09-08 22:45:47,DOZ039,OP020,Overheating,Low,Overheating event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,True,Operator briefed and cleared for shift resumption.,2026-09-08 22:45:47
INC0268,2026-08-16 09:45:47,DOZ039,OP030,Other,Low,Other event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-08-16 09:45:47
INC0269,2026-09-16 14:45:47,COM018,OP081,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-16 14:45:47
INC0270,2026-09-16 13:45:47,GRA010,OP060,Overheating,Medium,Overheating event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,False,,2026-09-16 13:45:47
INC0271,2026-09-11 23:45:47,EXC049,OP059,Seatbelt Violation,Medium,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-11 23:45:47
INC0272,2026-09-01 22:45:47,DUM005,OP034,Overheating,Critical,Overheating event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-01 22:45:47
INC0273,2026-08-21 03:45:47,EXC001,OP002,Fatigue,Low,Fatigue event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,False,,2026-08-21 03:45:47
INC0274,2026-09-01 16:45:47,GRA040,OP029,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-09-01 16:45:47
INC0275,2026-09-04 06:45:47,COM048,OP035,Fatigue,Critical,Fatigue event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-04 06:45:47
INC0276,2026-08-13 01:45:47,EXC037,OP069,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-08-13 01:45:47
INC0277,2026-08-09 20:45:47,DOZ027,OP088,Fatigue,Critical,Fatigue event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-09 20:45:47
INC0278,2026-09-07 16:45:47,EXC031,OP011,Other,High,Other event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-07 16:45:47
INC0279,2026-09-13 02:45:47,DUM011,OP022,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-13 02:45:47
INC0280,2026-08-29 01:45:47,DUM047,OP100,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-29 01:45:47
INC0281,2026-09-13 16:45:47,DOZ003,OP093,Seatbelt Violation,Medium,Seatbelt Violation event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-13 16:45:47
INC0282,2026-08-08 15:45:47,WHE002,OP074,Fatigue,Low,Fatigue event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-08-08 15:45:47
INC0283,2026-08-28 09:45:47,GRA028,OP039,Seatbelt Violation,Critical,Seatbelt Violation event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-08-28 09:45:47
INC0284,2026-09-13 21:45:47,COM042,OP040,Other,High,Other event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-09-13 21:45:47
INC0285,2026-09-03 03:45:47,WHE032,OP032,Fatigue,High,Fatigue event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-03 03:45:47
INC0286,2026-09-11 15:45:47,GRA004,OP092,Mechanical Anomaly,High,Mechanical Anomaly event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-11 15:45:47
INC0287,2026-08-16 07:45:47,WHE008,OP052,Proximity Hazard,Critical,Proximity Hazard event logged during excavation operations at Site Alpha - Sector 1 Quarry.,Site Alpha - Sector 1 Quarry,False,,2026-08-16 07:45:47
INC0288,2026-08-26 21:45:47,GRA046,OP096,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,False,,2026-08-26 21:45:47
INC0289,2026-08-15 05:45:47,COM018,OP074,Overheating,Medium,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-15 05:45:47
INC0290,2026-08-17 11:45:47,DOZ015,OP088,Overheating,Critical,Overheating event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-17 11:45:47
INC0291,2026-08-10 00:45:47,DOZ021,OP028,Overheating,Medium,Overheating event logged during excavation operations at Site Gamma - River Basin Basin Prep.,Site Gamma - River Basin Basin Prep,True,Operator briefed and cleared for shift resumption.,2026-08-10 00:45:47
INC0292,2026-09-01 21:45:47,DOZ033,OP061,Proximity Hazard,Medium,Proximity Hazard event logged during excavation operations at Site Beta - East Trenching Zone.,Site Beta - East Trenching Zone,True,Operator briefed and cleared for shift resumption.,2026-09-01 21:45:47
INC0293,2026-09-09 04:45:47,GRA016,OP066,Proximity Hazard,Low,Proximity Hazard event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,False,,2026-09-09 04:45:47
INC0294,2026-09-02 04:45:47,EXC031,OP030,Seatbelt Violation,High,Seatbelt Violation event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-02 04:45:47
INC0295,2026-09-12 04:45:47,WHE044,OP027,Mechanical Anomaly,Low,Mechanical Anomaly event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-12 04:45:47
INC0296,2026-09-14 02:45:47,WHE020,OP013,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Alpha - Sector 4 Foundation.,Site Alpha - Sector 4 Foundation,True,Operator briefed and cleared for shift resumption.,2026-09-14 02:45:47
INC0297,2026-08-13 17:45:47,EXC031,OP033,Other,Low,Other event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-08-13 17:45:47
INC0298,2026-09-13 10:45:47,COM024,OP025,Fatigue,Critical,Fatigue event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-13 10:45:47
INC0299,2026-09-03 09:45:47,DOZ015,OP045,Proximity Hazard,Low,Proximity Hazard event logged during excavation operations at Site Delta - Highway Interchange.,Site Delta - Highway Interchange,True,Operator briefed and cleared for shift resumption.,2026-09-03 09:45:47
INC0300,2026-09-15 01:45:47,GRA004,OP017,Excessive Idling,Medium,Excessive Idling event logged during excavation operations at Site Beta - North Overpass.,Site Beta - North Overpass,True,Operator briefed and cleared for shift resumption.,2026-09-15 01:45:47
