task_id,task_type,machine_id,operator_id,location,priority,scheduled_start,estimated_time_min,predicted_time_min,actual_time_min,load_cycles,distance,weather,operator_skill,machine_age,status
T1096,Compaction,GRA034,OP035,Site Alpha - Sector 4 Foundation,Medium,2026-08-26 11:57:47,50.0,58.2,56.8,11,3.9,Sunny,Beginner,0.8,Completed
T1097,Grading,EXC007,OP066,Site Alpha - Sector 4 Foundation,Low,2026-08-26 12:39:47,90.0,120.6,112.2,17,2.02,Rainy,Intermediate,3.2,Completed
T1098,Material Loading,WHE008,OP014,Site Alpha - Sector 1 Quarry,Critical,2026-08-26 13:21:47,45.0,51.8,52.4,13,0.4,Windy,Intermediate,6.4,Completed
T1099,Trenching,DOZ039,OP026,Site Alpha - Sector 1 Quarry,High,2026-08-26 14:03:47,75.0,75.9,78.2,22,4.07,Cloudy,Intermediate,1.5,Completed
T1100,Hauling,GRA034,OP026,Site Alpha - Sector 4 Foundation,High,2026-08-26 14:45:47,40.0,41.3,42.0,20,3.51,Sunny,Intermediate,0.8,Completed
T1101,Compaction,DOZ027,OP038,Site Gamma - River Basin Basin Prep,Medium,2026-08-26 15:27:47,50.0,52.5,53.0,8,2.56,Sunny,Intermediate,4.3,Completed
T1102,Earth Excavation,COM036,OP064,Site Alpha - Sector 1 Quarry,Medium,2026-08-26 16:09:47,60.0,95.9,96.6,24,4.29,Rainy,Beginner,4.3,Completed
T1103,Compaction,EXC031,OP043,Site Delta - Highway Interchange,Medium,2026-08-26 16:51:47,50.0,42.7,44.2,8,2.42,Sunny,Expert,2.5,Completed
T1104,Earth Excavation,EXC001,OP086,Site Alpha - Sector 4 Foundation,Low,2026-08-26 17:33:47,60.0,62.0,55.2,9,3.69,Sunny,Intermediate,2.4,Completed
T1105,Earth Excavation,EXC037,OP086,Site Beta - North Overpass,Critical,2026-08-26 18:15:47,60.0,63.2,68.3,24,0.57,Sunny,Intermediate,6.0,Completed
T1106,Trenching,COM006,OP100,Site Beta - North Overpass,Low,2026-08-26 18:57:47,75.0,95.0,88.4,21,2.21,Sunny,Beginner,4.5,Completed
T1107,Compaction,DUM047,OP013,Site Delta - Highway Interchange,High,2026-08-26 19:39:47,50.0,49.9,49.9,29,2.89,Sunny,Expert,10.4,Completed
T1108,Compaction,DOZ015,OP059,Site Delta - Highway Interchange,High,2026-08-26 20:21:47,50.0,75.5,84.5,19,2.58,Rainy,Beginner,2.7,Completed
T1109,Material Loading,COM030,OP007,Site Beta - East Trenching Zone,Low,2026-08-26 21:03:47,45.0,55.2,51.7,29,1.28,Sunny,Beginner,3.2,Completed
T1110,Hauling,COM012,OP006,Site Alpha - Sector 4 Foundation,High,2026-08-26 21:45:47,40.0,36.4,39.1,16,1.17,Cloudy,Expert,1.6,Completed
T1111,Material Loading,WHE044,OP041,Site Alpha - Sector 4 Foundation,Critical,2026-08-26 22:27:47,45.0,36.9,38.2,24,2.5,Sunny,Expert,1.2,Completed
T1112,Compaction,WHE008,OP013,Site Alpha - Sector 1 Quarry,Low,2026-08-26 23:09:47,50.0,50.8,55.6,18,3.59,Cloudy,Expert,6.4,Completed
T1113,Earth Excavation,DOZ009,OP085,Site Beta - East Trenching Zone,Medium,2026-08-26 23:51:47,60.0,59.6,62.7,23,2.63,Sunny,Intermediate,2.8,Completed
T1114,Material Loading,DUM023,OP057,Site Gamma - River Basin Basin Prep,High,2026-08-27 00:33:47,45.0,73.3,67.4,20,3.34,Storm,Intermediate,4.9,Completed
T1115,Compaction,COM006,OP048,Site Beta - North Overpass,High,2026-08-27 01:15:47,50.0,63.9,61.5,19,2.62,Sunny,Beginner,4.5,Completed
T1116,Trenching,WHE008,OP052,Site Alpha - Sector 1 Quarry,Critical,2026-08-27 01:57:47,75.0,84.7,86.6,16,2.77,Sunny,Intermediate,6.4,Completed
T1117,Grading,COM018,OP050,Site Gamma - River Basin Basin Prep,Critical,2026-08-27 02:39:47,90.0,87.1,84.6,17,1.62,Sunny,Intermediate,1.2,Completed
T1118,Hauling,DOZ027,OP084,Site Gamma - River Basin Basin Prep,Medium,2026-08-27 03:21:47,40.0,48.0,48.8,20,2.81,Sunny,Beginner,4.3,Completed
T1119,Earth Excavation,DOZ009,OP090,Site Beta - East Trenching Zone,Low,2026-08-27 04:03:47,60.0,55.5,59.5,25,3.85,Sunny,Expert,2.8,Completed
T1120,Hauling,DUM011,OP014,Site Delta - Highway Interchange,Critical,2026-08-27 04:45:47,40.0,36.9,37.5,21,4.4,Sunny,Intermediate,0.6,Completed
T1121,Demolition,EXC031,OP073,Site Delta - Highway Interchange,Critical,2026-08-27 05:27:47,110.0,102.5,90.9,23,3.72,Cloudy,Expert,2.5,Completed
T1122,Trenching,GRA040,OP049,Site Gamma - River Basin Basin Prep,High,2026-08-27 06:09:47,75.0,83.3,92.0,26,0.93,Sunny,Beginner,1.3,Completed
T1123,Demolition,WHE002,OP088,Site Alpha - Sector 1 Quarry,Medium,2026-08-27 06:51:47,110.0,106.0,100.0,29,2.06,Sunny,Intermediate,1.1,Completed
T1124,Grading,WHE032,OP015,Site Beta - East Trenching Zone,Critical,2026-08-27 07:33:47,90.0,88.8,80.6,24,0.77,Cloudy,Intermediate,0.7,Completed
T1125,Grading,DOZ003,OP009,Site Alpha - Sector 4 Foundation,High,2026-08-27 08:15:47,90.0,112.7,98.8,26,2.39,Cloudy,Beginner,2.4,Completed
T1126,Compaction,DOZ021,OP002,Site Gamma - River Basin Basin Prep,Medium,2026-08-27 08:57:47,50.0,61.9,54.7,19,0.88,Sunny,Beginner,1.4,Completed
T1127,Compaction,GRA022,OP067,Site Alpha - Sector 4 Foundation,Low,2026-08-27 09:39:47,50.0,52.6,52.6,28,1.01,Sunny,Intermediate,0.8,Completed
T1128,Grading,EXC043,OP094,Site Beta - East Trenching Zone,Medium,2026-08-27 10:21:47,90.0,101.7,91.5,17,3.12,Windy,Intermediate,1.8,Completed
T1129,Grading,DUM023,OP085,Site Gamma - River Basin Basin Prep,Critical,2026-08-27 11:03:47,90.0,99.9,101.1,28,2.17,Cloudy,Intermediate,4.9,Completed
T1130,Trenching,COM036,OP079,Site Alpha - Sector 1 Quarry,Low,2026-08-27 11:45:47,75.0,70.8,68.9,26,1.33,Cloudy,Expert,4.3,Completed
T1131,Earth Excavation,COM042,OP021,Site Alpha - Sector 1 Quarry,Critical,2026-08-27 12:27:47,60.0,61.7,62.9,11,2.25,Cloudy,Intermediate,0.7,Completed
T1132,Hauling,WHE032,OP022,Site Beta - East Trenching Zone,Low,2026-08-27 13:09:47,40.0,36.7,38.1,11,3.07,Windy,Expert,0.7,Completed
T1133,Hauling,WHE032,OP042,Site Beta - East Trenching Zone,Medium,2026-08-27 13:51:47,40.0,45.9,43.4,10,3.18,Sunny,Beginner,0.7,Completed
T1134,Material Loading,COM018,OP007,Site Gamma - River Basin Basin Prep,Medium,2026-08-27 14:33:47,45.0,50.9,49.9,10,2.06,Sunny,Beginner,1.2,Completed
T1135,Demolition,COM042,OP049,Site Alpha - Sector 1 Quarry,Critical,2026-08-27 15:15:47,110.0,132.3,140.1,21,2.9,Cloudy,Beginner,0.7,Completed
T1136,Hauling,GRA016,OP011,Site Delta - Highway Interchange,Critical,2026-08-27 15:57:47,40.0,60.3,65.0,26,2.92,Rainy,Beginner,3.2,Completed
T1137,Grading,EXC037,OP058,Site Beta - North Overpass,Low,2026-08-27 16:39:47,90.0,98.8,106.6,23,0.48,Sunny,Intermediate,6.0,Completed
T1138,Hauling,WHE032,OP058,Site Beta - East Trenching Zone,High,2026-08-27 17:21:47,40.0,49.4,49.6,17,2.63,Rainy,Intermediate,0.7,Completed
T1139,Earth Excavation,WHE032,OP096,Site Beta - East Trenching Zone,Low,2026-08-27 18:03:47,60.0,54.1,49.0,20,2.05,Sunny,Expert,0.7,Completed
T1140,Earth Excavation,WHE026,OP053,Site Gamma - River Basin Basin Prep,Low,2026-08-27 18:45:47,60.0,107.4,100.1,10,4.02,Storm,Beginner,1.5,Completed
T1141,Demolition,COM036,OP001,Site Alpha - Sector 1 Quarry,Low,2026-08-27 19:27:47,110.0,102.4,98.5,28,0.7,Sunny,Expert,4.3,Completed
T1142,Hauling,DOZ039,OP080,Site Alpha - Sector 1 Quarry,High,2026-08-27 20:09:47,40.0,42.0,39.6,27,2.48,Cloudy,Intermediate,1.5,Completed
T1143,Demolition,COM036,OP027,Site Alpha - Sector 1 Quarry,Critical,2026-08-27 20:51:47,110.0,141.7,146.6,14,1.74,Cloudy,Beginner,4.3,Completed
T1144,Material Loading,COM024,OP007,Site Delta - Highway Interchange,Medium,2026-08-27 21:33:47,45.0,78.5,68.9,28,2.42,Rainy,Beginner,10.9,Completed
T1145,Hauling,COM030,OP043,Site Beta - East Trenching Zone,Critical,2026-08-27 22:15:47,40.0,36.9,37.1,8,3.63,Cloudy,Expert,3.2,Completed
T1146,Compaction,EXC043,OP047,Site Beta - East Trenching Zone,Critical,2026-08-27 22:57:47,50.0,53.3,48.8,26,4.33,Cloudy,Intermediate,1.8,Completed
T1147,Earth Excavation,EXC007,OP098,Site Alpha - Sector 4 Foundation,Medium,2026-08-27 23:39:47,60.0,65.4,68.5,9,1.46,Rainy,Expert,3.2,Completed
T1148,Earth Excavation,GRA022,OP046,Site Alpha - Sector 4 Foundation,High,2026-08-28 00:21:47,60.0,62.1,61.1,28,3.64,Rainy,Expert,0.8,Completed
T1149,Demolition,GRA034,OP048,Site Alpha - Sector 4 Foundation,Low,2026-08-28 01:03:47,110.0,126.7,127.6,8,0.65,Sunny,Beginner,0.8,Completed
T1150,Earth Excavation,DUM011,OP064,Site Delta - Highway Interchange,Medium,2026-08-28 01:45:47,60.0,69.3,65.2,13,2.28,Sunny,Beginner,0.6,Completed
T1151,Hauling,GRA046,OP096,Site Gamma - River Basin Basin Prep,Critical,2026-08-28 02:27:47,40.0,35.8,32.1,11,3.91,Cloudy,Expert,0.6,Completed
T1152,Earth Excavation,DUM017,OP079,Site Alpha - Sector 1 Quarry,Medium,2026-08-28 03:09:47,60.0,55.1,58.7,20,1.36,Cloudy,Expert,1.7,Completed
T1153,Trenching,WHE008,OP051,Site Alpha - Sector 1 Quarry,Medium,2026-08-28 03:51:47,75.0,101.0,95.8,12,0.86,Sunny,Beginner,6.4,Completed
T1154,Grading,EXC013,OP092,Site Beta - East Trenching Zone,High,2026-08-28 04:33:47,90.0,128.9,143.5,15,0.63,Rainy,Beginner,3.2,Completed
T1155,Earth Excavation,EXC049,OP054,Site Alpha - Sector 4 Foundation,Low,2026-08-28 05:15:47,60.0,75.8,70.3,17,1.62,Sunny,Beginner,6.5,Completed
T1156,Compaction,WHE044,OP076,Site Alpha - Sector 4 Foundation,Low,2026-08-28 05:57:47,50.0,64.7,66.3,18,4.16,Rainy,Intermediate,1.2,Completed
T1157,Hauling,DUM029,OP059,Site Beta - North Overpass,Medium,2026-08-28 06:39:47,40.0,48.8,45.9,16,3.17,Sunny,Beginner,1.0,Completed
T1158,Grading,EXC001,OP068,Site Alpha - Sector 4 Foundation,Low,2026-08-28 07:21:47,90.0,107.0,101.7,23,3.4,Sunny,Beginner,2.4,Completed
T1159,Demolition,GRA028,OP075,Site Gamma - River Basin Basin Prep,Critical,2026-08-28 08:03:47,110.0,111.5,122.3,12,3.37,Sunny,Intermediate,4.8,Completed
T1160,Demolition,WHE050,OP023,Site Alpha - Sector 1 Quarry,Medium,2026-08-28 08:45:47,110.0,140.4,141.7,28,1.68,Sunny,Beginner,5.4,Completed
T1161,Compaction,DOZ009,OP014,Site Beta - East Trenching Zone,Critical,2026-08-28 09:27:47,50.0,63.4,60.8,16,1.27,Rainy,Intermediate,2.8,Completed
T1162,Compaction,DOZ039,OP078,Site Alpha - Sector 1 Quarry,High,2026-08-28 10:09:47,50.0,73.3,74.6,13,2.34,Rainy,Beginner,1.5,Completed
T1163,Demolition,EXC025,OP054,Site Beta - North Overpass,Medium,2026-08-28 10:51:47,110.0,146.7,157.3,12,4.38,Sunny,Beginner,9.2,Completed
T1164,Material Loading,WHE026,OP044,Site Gamma - River Basin Basin Prep,High,2026-08-28 11:33:47,45.0,39.4,44.0,16,3.39,Cloudy,Expert,1.5,Completed
T1165,Grading,DOZ009,OP018,Site Beta - East Trenching Zone,Critical,2026-08-28 12:15:47,90.0,81.3,81.5,16,2.21,Sunny,Expert,2.8,Completed
T1166,Demolition,DOZ045,OP096,Site Gamma - River Basin Basin Prep,High,2026-08-28 12:57:47,110.0,105.0,110.5,24,2.56,Cloudy,Expert,4.0,Completed
T1167,Hauling,DOZ045,OP071,Site Gamma - River Basin Basin Prep,High,2026-08-28 13:39:47,40.0,72.8,70.7,16,2.2,Storm,Beginner,4.0,Completed
T1168,Compaction,COM048,OP071,Site Delta - Highway Interchange,Medium,2026-08-28 14:21:47,50.0,60.4,66.9,29,1.22,Cloudy,Beginner,3.9,Completed
T1169,Trenching,WHE014,OP080,Site Alpha - Sector 1 Quarry,High,2026-08-28 15:03:47,75.0,77.9,83.2,28,4.05,Sunny,Intermediate,3.6,Completed
T1170,Compaction,DUM023,OP087,Site Gamma - River Basin Basin Prep,Medium,2026-08-28 15:45:47,50.0,61.8,57.2,19,3.34,Windy,Intermediate,4.9,Completed
T1171,Compaction,COM042,OP023,Site Alpha - Sector 1 Quarry,High,2026-08-28 16:27:47,50.0,61.3,58.1,14,3.38,Cloudy,Beginner,0.7,Completed
T1172,Compaction,WHE008,OP098,Site Alpha - Sector 1 Quarry,High,2026-08-28 17:09:47,50.0,49.1,51.6,13,1.54,Sunny,Expert,6.4,Completed
T1173,Demolition,EXC031,OP075,Site Delta - Highway Interchange,Critical,2026-08-28 17:51:47,110.0,136.9,136.5,22,3.54,Rainy,Intermediate,2.5,Completed
T1174,Compaction,COM048,OP069,Site Delta - Highway Interchange,High,2026-08-28 18:33:47,50.0,79.3,85.4,25,2.52,Storm,Intermediate,3.9,Completed
T1175,Hauling,GRA028,OP002,Site Gamma - River Basin Basin Prep,Low,2026-08-28 19:15:47,40.0,79.7,81.6,20,1.49,Storm,Beginner,4.8,Completed
T1176,Earth Excavation,EXC025,OP019,Site Beta - North Overpass,Low,2026-08-28 19:57:47,60.0,85.9,91.0,14,1.52,Windy,Beginner,9.2,Completed
T1177,Compaction,GRA004,OP026,Site Beta - North Overpass,High,2026-08-28 20:39:47,50.0,58.6,54.7,17,3.43,Windy,Intermediate,4.9,Completed
T1178,Hauling,DUM011,OP037,Site Delta - Highway Interchange,High,2026-08-28 21:21:47,40.0,46.5,44.1,20,3.23,Cloudy,Beginner,0.6,Completed
T1179,Trenching,GRA004,OP089,Site Beta - North Overpass,High,2026-08-28 22:03:47,75.0,121.4,132.4,12,0.54,Storm,Intermediate,4.9,Completed
T1180,Trenching,EXC049,OP070,Site Alpha - Sector 4 Foundation,Low,2026-08-28 22:45:47,75.0,111.0,107.4,26,2.67,Windy,Beginner,6.5,Completed
T1181,Material Loading,DUM029,OP014,Site Beta - North Overpass,Medium,2026-08-28 23:27:47,45.0,55.2,50.3,28,1.74,Rainy,Intermediate,1.0,Completed
T1182,Compaction,COM042,OP072,Site Alpha - Sector 1 Quarry,Critical,2026-08-29 00:09:47,50.0,51.4,48.3,12,0.99,Cloudy,Intermediate,0.7,Completed
T1183,Trenching,DOZ033,OP090,Site Beta - East Trenching Zone,High,2026-08-29 00:51:47,75.0,70.7,71.9,26,2.67,Cloudy,Expert,3.2,Completed
T1184,Compaction,EXC043,OP007,Site Beta - East Trenching Zone,Critical,2026-08-29 01:33:47,50.0,61.9,57.5,23,2.13,Sunny,Beginner,1.8,Completed
T1185,Grading,DOZ027,OP088,Site Gamma - River Basin Basin Prep,High,2026-08-29 02:15:47,90.0,101.4,105.1,29,0.98,Windy,Intermediate,4.3,Completed
T1186,Demolition,GRA004,OP002,Site Beta - North Overpass,High,2026-08-29 02:57:47,110.0,170.1,175.8,26,3.13,Rainy,Beginner,4.9,Completed
T1187,Trenching,GRA040,OP100,Site Gamma - River Basin Basin Prep,Critical,2026-08-29 03:39:47,75.0,88.1,81.0,26,2.3,Sunny,Beginner,1.3,Completed
T1188,Hauling,DOZ015,OP082,Site Delta - Highway Interchange,High,2026-08-29 04:21:47,40.0,38.1,39.0,9,4.18,Windy,Expert,2.7,Completed
T1189,Hauling,WHE038,OP070,Site Gamma - River Basin Basin Prep,Medium,2026-08-29 05:03:47,40.0,58.1,53.8,13,1.41,Windy,Beginner,6.6,Completed
T1190,Hauling,DUM047,OP025,Site Delta - Highway Interchange,High,2026-08-29 05:45:47,40.0,59.2,61.4,13,2.69,Rainy,Intermediate,10.4,Completed
T1191,Grading,COM012,OP088,Site Alpha - Sector 4 Foundation,Low,2026-08-29 06:27:47,90.0,108.4,107.8,14,2.96,Rainy,Intermediate,1.6,Completed
T1192,Trenching,COM012,OP095,Site Alpha - Sector 4 Foundation,Low,2026-08-29 07:09:47,75.0,87.4,93.7,22,1.79,Sunny,Beginner,1.6,Completed
T1193,Grading,DOZ003,OP055,Site Alpha - Sector 4 Foundation,High,2026-08-29 07:51:47,90.0,79.7,79.8,12,1.77,Sunny,Expert,2.4,Completed
T1194,Demolition,DUM017,OP017,Site Alpha - Sector 1 Quarry,Medium,2026-08-29 08:33:47,110.0,128.7,141.5,9,2.99,Cloudy,Beginner,1.7,Completed
T1195,Demolition,DUM017,OP001,Site Alpha - Sector 1 Quarry,High,2026-08-29 09:15:47,110.0,95.5,99.5,14,2.41,Sunny,Expert,1.7,Completed
T1196,Grading,GRA046,OP020,Site Gamma - River Basin Basin Prep,Low,2026-08-29 09:57:47,90.0,77.3,80.0,8,2.01,Sunny,Expert,0.6,Completed
T1197,Trenching,DOZ021,OP077,Site Gamma - River Basin Basin Prep,Low,2026-08-29 10:39:47,75.0,66.2,61.3,13,3.91,Sunny,Expert,1.4,Completed
T1198,Hauling,DUM041,OP079,Site Alpha - Sector 4 Foundation,High,2026-08-29 11:21:47,40.0,35.6,34.4,12,4.44,Sunny,Expert,3.2,Completed
T1199,Grading,EXC037,OP071,Site Beta - North Overpass,High,2026-08-29 12:03:47,90.0,112.9,104.0,25,1.45,Sunny,Beginner,6.0,Completed
T1200,Earth Excavation,GRA046,OP041,Site Gamma - River Basin Basin Prep,Medium,2026-08-29 12:45:47,60.0,54.8,53.9,9,4.26,Cloudy,Expert,0.6,Completed
T1201,Trenching,GRA034,OP009,Site Alpha - Sector 4 Foundation,Medium,2026-08-29 13:27:47,75.0,90.8,88.7,24,2.62,Sunny,Beginner,0.8,Completed
T1202,Grading,DUM035,OP069,Site Beta - North Overpass,Critical,2026-08-29 14:09:47,90.0,110.1,121.8,19,4.27,Rainy,Intermediate,3.2,Completed
T1203,Earth Excavation,DUM023,OP029,Site Gamma - River Basin Basin Prep,Medium,2026-08-29 14:51:47,60.0,55.2,56.8,27,2.1,Sunny,Expert,4.9,Completed
T1204,Compaction,GRA022,OP043,Site Alpha - Sector 4 Foundation,High,2026-08-29 15:33:47,50.0,41.9,36.6,8,1.25,Sunny,Expert,0.8,Completed
T1205,Material Loading,WHE014,OP097,Site Alpha - Sector 1 Quarry,Critical,2026-08-29 16:15:47,45.0,46.1,50.0,20,0.68,Sunny,Intermediate,3.6,Completed
T1206,Demolition,EXC049,OP084,Site Alpha - Sector 4 Foundation,Low,2026-08-29 16:57:47,110.0,143.0,149.5,26,3.95,Cloudy,Beginner,6.5,Completed
T1207,Earth Excavation,EXC043,OP045,Site Beta - East Trenching Zone,Critical,2026-08-29 17:39:47,60.0,68.2,71.3,15,2.5,Sunny,Beginner,1.8,Completed
T1208,Trenching,COM042,OP079,Site Alpha - Sector 1 Quarry,Medium,2026-08-29 18:21:47,75.0,66.2,58.6,15,0.96,Sunny,Expert,0.7,Completed
T1209,Earth Excavation,WHE044,OP042,Site Alpha - Sector 4 Foundation,Critical,2026-08-29 19:03:47,60.0,106.7,113.8,17,2.16,Storm,Beginner,1.2,Completed
T1210,Hauling,WHE008,OP050,Site Alpha - Sector 1 Quarry,High,2026-08-29 19:45:47,40.0,50.5,54.4,15,4.06,Windy,Intermediate,6.4,Completed
T1211,Demolition,DUM047,OP037,Site Delta - Highway Interchange,Low,2026-08-29 20:27:47,110.0,148.3,144.0,27,1.32,Cloudy,Beginner,10.4,Completed
T1212,Demolition,WHE050,OP048,Site Alpha - Sector 1 Quarry,Critical,2026-08-29 21:09:47,110.0,165.5,150.1,24,2.5,Windy,Beginner,5.4,Completed
T1213,Grading,DOZ003,OP038,Site Alpha - Sector 4 Foundation,Medium,2026-08-29 21:51:47,90.0,95.1,94.6,22,2.02,Windy,Intermediate,2.4,Completed
T1214,Material Loading,DOZ033,OP011,Site Beta - East Trenching Zone,Low,2026-08-29 22:33:47,45.0,53.5,54.9,16,1.53,Sunny,Beginner,3.2,Completed
T1215,Trenching,WHE050,OP069,Site Alpha - Sector 1 Quarry,Low,2026-08-29 23:15:47,75.0,82.9,74.6,14,3.29,Cloudy,Intermediate,5.4,Completed
T1216,Compaction,DUM005,OP027,Site Beta - North Overpass,Medium,2026-08-29 23:57:47,50.0,89.5,91.2,17,1.73,Rainy,Beginner,10.8,Completed
T1217,Hauling,WHE044,OP055,Site Alpha - Sector 4 Foundation,Low,2026-08-30 00:39:47,40.0,35.7,36.7,8,4.47,Cloudy,Expert,1.2,Completed
T1218,Trenching,DUM035,OP090,Site Beta - North Overpass,Critical,2026-08-30 01:21:47,75.0,69.2,72.3,22,3.7,Sunny,Expert,3.2,Completed
T1219,Compaction,DUM005,OP096,Site Beta - North Overpass,Medium,2026-08-30 02:03:47,50.0,49.6,53.8,14,0.41,Sunny,Expert,10.8,Completed
T1220,Earth Excavation,COM030,OP092,Site Beta - East Trenching Zone,High,2026-08-30 02:45:47,60.0,70.3,71.6,18,3.04,Sunny,Beginner,3.2,Completed
T1221,Earth Excavation,COM006,OP010,Site Beta - North Overpass,Low,2026-08-30 03:27:47,60.0,96.2,91.4,29,0.73,Storm,Intermediate,4.5,Completed
T1222,Trenching,DUM017,OP072,Site Alpha - Sector 1 Quarry,Low,2026-08-30 04:09:47,75.0,94.2,89.0,12,1.73,Rainy,Intermediate,1.7,Completed
T1223,Demolition,DOZ015,OP034,Site Delta - Highway Interchange,Critical,2026-08-30 04:51:47,110.0,109.3,111.9,13,4.04,Sunny,Intermediate,2.7,Completed
T1224,Grading,DUM029,OP081,Site Beta - North Overpass,Critical,2026-08-30 05:33:47,90.0,90.9,86.3,16,1.07,Cloudy,Intermediate,1.0,Completed
T1225,Grading,DOZ021,OP003,Site Gamma - River Basin Basin Prep,Critical,2026-08-30 06:15:47,90.0,113.4,101.1,21,3.64,Cloudy,Beginner,1.4,Completed
T1226,Compaction,WHE008,OP069,Site Alpha - Sector 1 Quarry,Low,2026-08-30 06:57:47,50.0,55.0,56.0,22,3.24,Sunny,Intermediate,6.4,Completed
T1227,Compaction,DUM047,OP080,Site Delta - Highway Interchange,Low,2026-08-30 07:39:47,50.0,72.8,70.3,14,1.02,Rainy,Intermediate,10.4,Completed
T1228,Hauling,COM048,OP075,Site Delta - Highway Interchange,Low,2026-08-30 08:21:47,40.0,42.9,45.5,19,0.53,Cloudy,Intermediate,3.9,Completed
T1229,Compaction,DUM005,OP046,Site Beta - North Overpass,Low,2026-08-30 09:03:47,50.0,79.1,76.5,26,1.46,Storm,Expert,10.8,Completed
T1230,Material Loading,WHE044,OP039,Site Alpha - Sector 4 Foundation,Low,2026-08-30 09:45:47,45.0,39.7,36.8,16,3.4,Sunny,Expert,1.2,Completed
T1231,Material Loading,EXC049,OP057,Site Alpha - Sector 4 Foundation,Critical,2026-08-30 10:27:47,45.0,48.5,42.9,15,1.67,Sunny,Intermediate,6.5,Completed
T1232,Grading,EXC043,OP004,Site Beta - East Trenching Zone,Critical,2026-08-30 11:09:47,90.0,131.0,137.5,29,3.11,Rainy,Beginner,1.8,Completed
T1233,Trenching,DUM035,OP029,Site Beta - North Overpass,Medium,2026-08-30 11:51:47,75.0,84.2,83.9,18,1.69,Rainy,Expert,3.2,Completed
T1234,Compaction,WHE026,OP070,Site Gamma - River Basin Basin Prep,High,2026-08-30 12:33:47,50.0,59.9,62.0,11,1.6,Sunny,Beginner,1.5,Completed
T1235,Compaction,GRA010,OP039,Site Beta - East Trenching Zone,High,2026-08-30 13:15:47,50.0,46.2,45.5,18,0.79,Sunny,Expert,3.4,Completed
T1236,Earth Excavation,COM036,OP072,Site Alpha - Sector 1 Quarry,Medium,2026-08-30 13:57:47,60.0,61.4,63.6,23,3.77,Sunny,Intermediate,4.3,Completed
T1237,Earth Excavation,DOZ003,OP001,Site Alpha - Sector 4 Foundation,Critical,2026-08-30 14:39:47,60.0,54.1,49.2,21,2.24,Sunny,Expert,2.4,Completed
T1238,Demolition,COM036,OP011,Site Alpha - Sector 1 Quarry,High,2026-08-30 15:21:47,110.0,150.3,134.0,15,2.34,Cloudy,Beginner,4.3,Completed
T1239,Trenching,COM048,OP095,Site Delta - Highway Interchange,High,2026-08-30 16:03:47,75.0,110.3,123.0,17,1.42,Rainy,Beginner,3.9,Completed
T1240,Trenching,DOZ027,OP083,Site Gamma - River Basin Basin Prep,Medium,2026-08-30 16:45:47,75.0,97.9,93.1,26,2.06,Cloudy,Beginner,4.3,Completed
T1241,Trenching,COM012,OP029,Site Alpha - Sector 4 Foundation,High,2026-08-30 17:27:47,75.0,71.0,61.7,13,0.64,Cloudy,Expert,1.6,Completed
T1242,Trenching,WHE008,OP024,Site Alpha - Sector 1 Quarry,Low,2026-08-30 18:09:47,75.0,77.9,82.2,28,0.81,Windy,Expert,6.4,Completed
T1243,Hauling,EXC049,OP071,Site Alpha - Sector 4 Foundation,Critical,2026-08-30 18:51:47,40.0,51.1,53.3,19,0.62,Sunny,Beginner,6.5,Completed
T1244,Compaction,COM036,OP010,Site Alpha - Sector 1 Quarry,High,2026-08-30 19:33:47,50.0,65.1,67.4,26,2.25,Rainy,Intermediate,4.3,Completed
T1245,Compaction,DUM005,OP033,Site Beta - North Overpass,Low,2026-08-30 20:15:47,50.0,58.1,55.0,15,3.32,Sunny,Intermediate,10.8,Completed
T1246,Trenching,DUM047,OP075,Site Delta - Highway Interchange,Critical,2026-08-30 20:57:47,75.0,99.6,92.4,19,3.08,Windy,Intermediate,10.4,Completed
T1247,Material Loading,DUM023,OP017,Site Gamma - River Basin Basin Prep,Medium,2026-08-30 21:39:47,45.0,57.4,63.0,12,2.37,Sunny,Beginner,4.9,Completed
T1248,Earth Excavation,EXC019,OP080,Site Gamma - River Basin Basin Prep,Low,2026-08-30 22:21:47,60.0,62.3,55.0,22,1.1,Sunny,Intermediate,4.5,Completed
T1249,Trenching,DOZ021,OP063,Site Gamma - River Basin Basin Prep,Critical,2026-08-30 23:03:47,75.0,87.8,85.5,9,0.93,Sunny,Beginner,1.4,Completed
T1250,Material Loading,GRA040,OP085,Site Gamma - River Basin Basin Prep,High,2026-08-30 23:45:47,45.0,46.7,48.0,16,1.42,Sunny,Intermediate,1.3,Completed
T1251,Compaction,WHE038,OP020,Site Gamma - River Basin Basin Prep,High,2026-08-31 00:27:47,50.0,48.2,49.2,24,3.59,Sunny,Expert,6.6,Completed
T1252,Hauling,DOZ021,OP055,Site Gamma - River Basin Basin Prep,Medium,2026-08-31 01:09:47,40.0,33.3,39.1,26,4.3,Sunny,Expert,1.4,Completed
T1253,Earth Excavation,DOZ021,OP032,Site Gamma - River Basin Basin Prep,Medium,2026-08-31 01:51:47,60.0,91.6,88.5,18,1.71,Storm,Intermediate,1.4,Completed
T1254,Compaction,COM048,OP083,Site Delta - Highway Interchange,Critical,2026-08-31 02:33:47,50.0,68.8,69.8,8,1.42,Windy,Beginner,3.9,Completed
T1255,Material Loading,COM024,OP018,Site Delta - Highway Interchange,High,2026-08-31 03:15:47,45.0,46.9,42.8,18,3.68,Sunny,Expert,10.9,Completed
